Day,Datetime,GridID,Day_int,SMSin,SMSout,Callin,Callout,Internet
Tuesday,11/5/2013 11:20,300,2,1.415333214,0.404377961,1.268460429,1.457440315,18.91800069
Tuesday,11/5/2013 11:30,300,2,0.895654586,0.446704217,1.37444096,1.128142526,19.45626318
Tuesday,11/5/2013 11:40,300,2,1.714473147,0.203834702,1.834110612,0.897089557,17.58049903
Tuesday,11/5/2013 11:50,300,2,0.982183545,0.405981326,0.808772865,1.012506882,20.52686871
Tuesday,11/5/2013 12:00,300,2,2.337765693,0.565716984,1.212948487,1.834112618,20.42924392
Tuesday,11/5/2013 12:10,300,2,1.192129713,0.604836509,1.103829964,1.834177413,20.23883604
Tuesday,11/5/2013 12:20,300,2,0.831684341,0.482583126,0.901580716,1.05972995,20.62330401
Tuesday,11/5/2013 12:30,300,2,1.262180508,0.514507105,0.901648485,1.306212819,28.36632336
Tuesday,11/5/2013 12:40,300,2,1.580282683,0.241350861,1.064828066,1.06788529,22.65963599
Tuesday,11/5/2013 12:50,300,2,0.764858188,0.647383015,0.968306183,1.281647084,39.17821514
Tuesday,11/5/2013 13:00,300,2,1.195169988,0.244693131,0.608179747,0.645644111,21.5551163
Tuesday,11/5/2013 13:10,300,2,1.594415949,0.363621186,1.172123943,1.222672338,19.02596437
Tuesday,11/5/2013 13:20,300,2,1.431828261,0.640732361,1.007475566,1.05672356,19.55933109
Tuesday,11/5/2013 13:30,300,2,1.369611923,0.484152607,1.214584768,0.784308791,20.01868181
Tuesday,11/5/2013 13:40,300,2,1.345263538,0.402723769,1.129779776,1.129762833,31.69309548
Tuesday,11/5/2013 13:50,300,2,1.186068112,0.521634882,0.777757853,1.533938455,21.70583983
Tuesday,11/5/2013 14:00,300,2,0.994559928,0.363638129,0.847756851,1.032024292,23.35856479
Tuesday,11/5/2013 14:10,300,2,1.483677118,0.519929863,1.307613838,1.103779137,26.68366772
Tuesday,11/5/2013 14:20,300,2,2.156824548,0.363672013,1.261859633,1.384113015,35.68848992
Tuesday,11/5/2013 14:30,300,2,1.490226118,0.764572166,1.895921422,1.224344442,34.51431015
Tuesday,11/5/2013 14:40,300,2,1.642378546,1.004133297,1.636842889,1.498244942,25.89741471
Tuesday,11/5/2013 14:50,300,2,1.935393709,0.524943267,1.535978385,1.628653665,23.86494011
Tuesday,11/5/2013 15:00,300,2,1.587848001,0.407635519,1.226168058,1.266941775,20.34615895
Tuesday,11/5/2013 15:10,300,2,1.472329991,0.405964384,1.912382578,1.173862847,22.411189
Tuesday,11/5/2013 15:20,300,2,1.138441388,0.322864411,1.416663623,1.428280798,22.51544563
Tuesday,11/5/2013 15:30,300,2,1.552410434,0.36699734,1.540639936,1.816113861,22.78801481
Tuesday,11/5/2013 15:40,300,2,1.598162776,0.606490701,1.465812931,1.659804223,25.22268887
Tuesday,11/5/2013 15:50,300,2,1.329207001,0.606558471,1.341803702,2.072050466,25.18367694
Tuesday,11/5/2013 16:00,300,2,1.762692616,0.283727944,1.721750505,1.420005892,26.88789187
Tuesday,11/5/2013 16:10,300,2,1.401721238,0.686282289,0.9556258,1.739680523,22.30379741
Tuesday,11/5/2013 16:20,300,2,1.783613051,0.404361019,1.747684343,1.825872566,35.28292198
Tuesday,11/5/2013 16:30,300,2,1.417442858,0.52489244,1.733046804,1.793321891,27.24534682
Tuesday,11/5/2013 16:40,300,2,1.829823678,0.404327134,1.408897964,1.710355526,31.90823845
Tuesday,11/5/2013 16:50,300,2,1.57027656,0.720422295,1.557069213,1.891294725,22.40288609
Tuesday,11/5/2013 17:00,300,2,2.119763833,0.484254261,1.858474001,2.026684905,25.17042052
Tuesday,11/5/2013 17:10,300,2,2.003828073,0.366827917,1.744459701,2.654297351,29.93115823
Tuesday,11/5/2013 17:20,300,2,1.948296281,0.565716984,2.578810615,2.230164846,38.44255058
Tuesday,11/5/2013 17:30,300,2,2.513794953,1.08225375,2.140412214,1.913886294,36.2697542
Tuesday,11/5/2013 17:40,300,2,0.954057229,0.361882282,2.063931918,2.199502656,35.64520086
Tuesday,11/5/2013 17:50,300,2,2.615045255,0.443429717,1.742788567,1.830969713,40.40314068
Tuesday,11/5/2013 18:00,300,2,1.594837509,0.647281361,1.514590476,1.537384317,37.8568826
Tuesday,11/5/2013 18:10,300,2,2.062700263,0.324620258,1.935074832,1.959877633,29.67218239
Tuesday,11/5/2013 18:20,300,2,2.350866667,1.009129758,1.706994369,2.417557274,29.97846208
Tuesday,11/5/2013 18:30,300,2,2.412727268,0.974989753,0.962142921,1.94635316,31.10457864
Tuesday,11/5/2013 18:40,300,2,2.194322729,0.604853451,1.172378078,1.266723463,43.50597365
Tuesday,11/5/2013 18:50,300,2,1.258972808,0.404310192,1.568128319,1.411768815,28.0433961
Tuesday,11/5/2013 19:00,300,2,0.988280977,0.604938163,1.250313135,1.317391424,38.6912116
Tuesday,11/5/2013 19:10,300,2,1.411922206,1.401792835,0.74029252,0.662105266,24.78175714
Tuesday,11/5/2013 19:20,300,2,1.703854378,0.375101853,1.310737863,1.164408142,26.08424001
Tuesday,11/5/2013 19:30,300,2,1.793639926,0.321227161,0.820134935,1.035365592,23.75059802
Tuesday,11/5/2013 19:40,300,2,2.054189193,0.2396289,1.093952662,0.948958204,20.18427369
Tuesday,11/5/2013 19:50,300,2,1.157636886,0.2429034,0.417478936,0.525061863,20.18057563
Tuesday,11/5/2013 20:00,300,2,0.590570672,0.441775524,0.495717986,0.873941857,18.18126862
Tuesday,11/5/2013 20:10,300,2,0.846407561,0.375101853,1.025457313,0.847722966,21.3070141
Tuesday,11/5/2013 20:20,300,2,0.823562885,0.120717787,1.022247675,0.736917335,17.42508608
Tuesday,11/5/2013 20:30,300,2,1.099455403,0.241333919,0.574243057,0.800702244,17.89876038
Tuesday,11/5/2013 20:40,300,2,0.519252399,0.12066696,0.487478903,0.552868146,17.02699295
Tuesday,11/5/2013 20:50,300,2,0.598724983,0.443395832,0.163094869,0.135575577,16.7823158
Tuesday,11/5/2013 21:00,300,2,1.152758052,0.378308584,0.120683902,0.60976617,16.23658466
Tuesday,11/5/2013 21:10,300,2,0.618291274,0.081530492,0.485857626,0.538078126,14.00371244
Tuesday,11/5/2013 21:20,300,2,0.388185885,0.244591477,0.363621186,0.361966994,15.15753667
Tuesday,11/5/2013 21:30,300,2,0.52988987,0.528118051,0.285382136,0.373362949,23.28056963
Tuesday,11/5/2013 21:40,300,2,0.365258436,0.081581319,0.203800817,0.335897616,14.34481184
Tuesday,11/5/2013 21:50,300,2,0.569330338,0.239713612,0.278966677,0.161423734,13.8323177
Tuesday,11/5/2013 22:00,300,2,0.398114014,0.203868586,0.293486649,0.040773717,12.87404026
Tuesday,11/5/2013 22:10,300,2,0.523692723,0.122490575,0.365156782,0.363553417,11.76584576
Tuesday,11/5/2013 22:20,300,2,0.498992485,0.241350861,0.081581319,0.285365194,14.0962741
Tuesday,11/5/2013 22:30,300,2,0.305102855,0.040807602,0.203834702,0.295242496,12.4974497
Tuesday,11/5/2013 22:40,300,2,0.202214394,0.120683902,0.20047549,0.324467777,11.86183537
Tuesday,11/5/2013 22:50,300,2,0.163128754,0,0.120700844,0.164665319,11.76451347
Tuesday,11/5/2013 23:00,300,2,0.135406153,0.122287267,0.202163567,0.213627292,10.95611334
Tuesday,11/5/2013 23:10,300,2,0.242988111,0.0798763,0.564028907,0.081530492,10.51081215
Tuesday,11/5/2013 23:20,300,2,0.43546075,0.081547435,0.120633075,0.12066696,10.14204202
Tuesday,11/5/2013 23:30,300,2,0.243005054,0.081581319,0.120616132,0.2429034,12.60140829
Tuesday,11/5/2013 23:40,300,2,0.146920705,0.122355037,0.0798763,0.040756775,8.792371001
Tuesday,11/5/2013 23:50,300,2,0.093028101,0.04079066,1.69E-05,0.161406792,9.944990539
Wednesday,11/6/2013 0:00,300,3,0.042394994,1.69E-05,0.081530492,0.040756775,10.1550244
Wednesday,11/6/2013 0:10,300,3,0.283694059,0.12066696,0.163044042,0.122287267,8.442017238
Wednesday,11/6/2013 0:20,300,3,0.254417951,0.161372907,0.079859358,0.081530492,8.816864955
Wednesday,11/6/2013 0:30,300,3,0.122321152,0.040773717,0.040756775,0.16138985,7.097458306
Wednesday,11/6/2013 0:40,300,3,0.122270325,0,0.040756775,0.040756775,6.189328591
Wednesday,11/6/2013 0:50,300,3,0.043999328,0.04079066,0,0.083151769,7.79468505
Wednesday,11/6/2013 1:00,300,3,0.244507734,0.1630271,0,0.081530492,8.546452287
Wednesday,11/6/2013 1:10,300,3,0.322762757,0.040773717,0.079859358,0.159718715,5.11369161
Wednesday,11/6/2013 1:20,300,3,0.0798763,1.69E-05,0.040756775,0.1630271,5.266861325
Wednesday,11/6/2013 1:30,300,3,0.1630271,0,1.69E-05,3.39E-05,5.302519985
Wednesday,11/6/2013 1:40,300,3,0,0,0.040756775,0.08151355,4.181248364
Wednesday,11/6/2013 1:50,300,3,0.08151355,0,0,0,5.508076648
Wednesday,11/6/2013 2:00,300,3,0.040756775,0,0,0.0798763,5.227758743
Wednesday,11/6/2013 2:10,300,3,1.69E-05,0,0.040756775,0.08151355,5.555467135
Wednesday,11/6/2013 2:20,300,3,0.079859358,1.69E-05,0,0,5.465496257
Wednesday,11/6/2013 2:30,300,3,0.092994217,0.244557592,0.040773717,0.08151355,5.182022449
Wednesday,11/6/2013 2:40,300,3,0.040756775,0,0,0,4.486198737
Wednesday,11/6/2013 2:50,300,3,0,0,0,0,4.953735702
Wednesday,11/6/2013 3:00,300,3,0,0,0.040756775,0.011480667,5.389029996
Wednesday,11/6/2013 3:10,300,3,0,0,0.040756775,0.08151355,4.427392378
Wednesday,11/6/2013 3:20,300,3,0,0,0,0.08151355,4.344241579
Wednesday,11/6/2013 3:30,300,3,0.08151355,0,0.040756775,0.081530492,5.270186652
Wednesday,11/6/2013 3:40,300,3,0.161372907,0.040756775,0.120616132,0.040756775,4.877557461
Wednesday,11/6/2013 3:50,300,3,0,0,0,0,5.754119009
Wednesday,11/6/2013 4:00,300,3,0.1630271,0,0.081530492,0.075198775,5.355025529
Wednesday,11/6/2013 4:10,300,3,0,0,0,0,5.266793556
Wednesday,11/6/2013 4:20,300,3,0.040756775,0,0.08151355,0.161372907,5.879646891
Wednesday,11/6/2013 4:30,300,3,0.122287267,0.040756775,0,0.040756775,5.317356888
Wednesday,11/6/2013 4:40,300,3,0.122270325,0.040756775,0.08151355,0.202129682,5.115176379
Wednesday,11/6/2013 4:50,300,3,1.69E-05,0,0,0.040773717,6.152128394
Wednesday,11/6/2013 5:00,300,3,0.132096799,0,0,0.040756775,5.271756133
Wednesday,11/6/2013 5:10,300,3,0.040756775,0.040756775,0,0.08151355,6.318029319
Wednesday,11/6/2013 5:20,300,3,0.171199382,0,0.0798763,3.39E-05,6.97179191
Wednesday,11/6/2013 5:30,300,3,0.011480667,1.69E-05,0.040756775,0.079859358,7.204787099
Wednesday,11/6/2013 5:40,300,3,3.39E-05,0,0,0.040773717,7.048546192
Wednesday,11/6/2013 5:50,300,3,0.04079066,0.040756775,0.28198904,0.122270325,7.642051547
Wednesday,11/6/2013 6:00,300,3,0.161372907,0,0.161372907,0.213610349,8.236859243
Wednesday,11/6/2013 6:10,300,3,0.363519532,0.08151355,0.161372907,0.08151355,7.728246566
Wednesday,11/6/2013 6:20,300,3,0.172870517,0.079859358,0.08151355,0.086713327,8.747047343
Wednesday,11/6/2013 6:30,300,3,0.285297425,0.365156782,0.040756775,0.203783875,19.19266733
Wednesday,11/6/2013 6:40,300,3,0.567304376,0.366844859,0.36350259,0.202129682,13.34690265
Wednesday,11/6/2013 6:50,300,3,0.407518861,0.326054199,0.202146625,0.322762757,12.76978169
Wednesday,11/6/2013 7:00,300,3,0.590315568,0.040773717,0.402622115,0.489066295,17.33326268
Wednesday,11/6/2013 7:10,300,3,0.335882612,0.363553417,0.484135665,0.122338094,17.45291331
Wednesday,11/6/2013 7:20,300,3,0.329616727,0.48246453,0.081615204,0.366829855,18.43354609
Wednesday,11/6/2013 7:30,300,3,1.256894081,0.523238247,0.694471514,0.764538282,27.46654835
Wednesday,11/6/2013 7:40,300,3,1.162516757,0.283711002,0.604819567,0.542925014,33.10376097
Wednesday,11/6/2013 7:50,300,3,1.390563335,0.440121332,0.709277508,1.137850404,19.71041005
Wednesday,11/6/2013 8:00,300,3,1.553746733,0.042445821,0.764538282,0.983030373,27.4809617
Wednesday,11/6/2013 8:10,300,3,1.563872362,0.521685709,0.541523018,0.769402112,22.54646362
Wednesday,11/6/2013 8:20,300,3,1.789198565,0.565869465,0.945596986,1.462267353,19.82485399
Wednesday,11/6/2013 8:30,300,3,2.309330774,0.562510253,1.547158026,1.517780264,21.07306247
Wednesday,11/6/2013 8:40,300,3,1.443307049,0.603334798,1.392336124,1.37421974,18.75589651
Wednesday,11/6/2013 8:50,300,3,2.090165813,0.645627169,1.088955231,1.222807877,20.74047919
Wednesday,11/6/2013 9:00,300,3,1.646485838,0.569042311,2.02465901,1.8797642,25.46573079
Wednesday,11/6/2013 9:10,300,3,1.73350122,0.645627169,1.465661419,1.279990953,19.15992165
Wednesday,11/6/2013 9:20,300,3,2.111490866,0.446907525,2.060485087,2.266023839,23.75792934
Wednesday,11/6/2013 9:30,300,3,1.273913379,0.040892314,1.584740986,1.436401284,23.25652323
Wednesday,11/6/2013 9:40,300,3,0.831853764,0.241333919,1.196807238,1.398971774,22.8541184
Wednesday,11/6/2013 9:50,300,3,1.976301996,0.562527196,1.599377556,1.835648214,22.99570876
Wednesday,11/6/2013 10:00,300,3,1.953273862,0.282056809,1.027328849,1.292806875,17.11557284
Wednesday,11/6/2013 10:10,300,3,1.80990165,0.560720522,1.294462037,1.747683374,24.39288292
Wednesday,11/6/2013 10:20,300,3,1.643582071,0.684661982,0.8983401,0.898306216,22.32130581
Wednesday,11/6/2013 10:30,300,3,1.664988929,0.603199259,1.658014484,1.273374184,21.27755793
Wednesday,11/6/2013 10:40,300,3,1.869905779,0.562408599,0.932579755,1.868231737,20.72603999
Wednesday,11/6/2013 10:50,300,3,1.408514038,0.280402617,1.467331584,1.674342039,20.2351859
Wednesday,11/6/2013 11:00,300,3,1.382729773,0.441809409,1.612329017,1.819355446,23.2541686
Wednesday,11/6/2013 11:10,300,3,1.257587695,0.361966994,2.430540621,1.573478572,19.13176352
Wednesday,11/6/2013 11:20,300,3,1.312728904,0.560788292,1.211378037,0.862613672,19.09752483
Wednesday,11/6/2013 11:30,300,3,1.124055925,0.326189738,1.708631619,1.531085516,26.86173509
Wednesday,11/6/2013 11:40,300,3,1.462506424,0.569059253,1.975916319,1.278253018,20.51395023
Wednesday,11/6/2013 11:50,300,3,1.418640629,0.738536673,1.305992561,1.591224155,22.46481253
Wednesday,11/6/2013 12:00,300,3,2.168642071,0.363536475,1.049988187,0.929220543,21.96616089
Wednesday,11/6/2013 12:10,300,3,1.317340597,0.365275379,1.064760297,1.193431084,21.4984505
Wednesday,11/6/2013 12:20,300,3,2.582273359,0.924223112,1.667857901,1.431404822,24.22059439
Wednesday,11/6/2013 12:30,300,3,1.542499382,0.767846666,1.939851043,1.183654467,43.23084749
Wednesday,11/6/2013 12:40,300,3,1.029002831,0.802020557,1.556951585,1.273307384,20.4197713
Wednesday,11/6/2013 12:50,300,3,1.288298774,0.203953298,0.735329943,1.059664119,23.74585569
Wednesday,11/6/2013 13:00,300,3,1.753102373,0.366912629,0.69950186,1.152556682,20.85156787
Wednesday,11/6/2013 13:10,300,3,0.784629733,0.243021996,1.098764763,0.588796914,26.79842236
Wednesday,11/6/2013 13:20,300,3,1.457405394,0.524960209,0.971664426,0.929322197,18.27299445
Wednesday,11/6/2013 13:30,300,3,1.630259937,0.445134736,0.860926564,1.113571726,20.4324068
Wednesday,11/6/2013 13:40,300,3,1.570086444,0.446688244,1.247036696,1.340065767,32.42736401
Wednesday,11/6/2013 13:50,300,3,1.439646745,0.764521339,0.647315246,1.509608951,18.98039454
Wednesday,11/6/2013 14:00,300,3,1.984476277,0.282090694,1.21132721,1.304287542,22.77606067
Wednesday,11/6/2013 14:10,300,3,1.472447619,0.402672942,1.455749263,1.292841729,24.19503009
Wednesday,11/6/2013 14:20,300,3,1.266775259,0.322864411,1.454145898,1.146223988,24.41032652
Wednesday,11/6/2013 14:30,300,3,1.420227119,0.958397002,1.545486892,1.411718958,23.0285225
Wednesday,11/6/2013 14:40,300,3,1.811504046,0.645559399,1.129779776,1.465678361,24.93398735
Wednesday,11/6/2013 14:50,300,3,0.884022467,0.683075559,1.578071384,1.493282365,21.47222469
Wednesday,11/6/2013 15:00,300,3,1.216863836,0.692851206,1.961193038,1.625396107,22.52473783
Wednesday,11/6/2013 15:10,300,3,2.345750633,0.241283092,1.501386878,1.765665188,25.99380499
Wednesday,11/6/2013 15:20,300,3,1.6600085,0.443480544,1.452491706,1.519468341,23.93463421
Wednesday,11/6/2013 15:30,300,3,1.307750353,0.929186658,1.666136909,1.323991318,26.3713372
Wednesday,11/6/2013 15:40,300,3,1.709778754,0.523289074,1.346732394,1.887901629,36.77561433
Wednesday,11/6/2013 15:50,300,3,1.529682491,0.498992485,1.330323035,1.653236275,35.58793908
Wednesday,11/6/2013 16:00,300,3,1.567503553,0.293656073,1.773684982,1.467450181,28.15297836
Wednesday,11/6/2013 16:10,300,3,1.729804123,0.203953298,1.708665503,1.493653099,27.06333852
Wednesday,11/6/2013 16:20,300,3,1.845811537,0.684678924,1.998792941,1.791666729,28.43645487
Wednesday,11/6/2013 16:30,300,3,1.266926711,0.363587302,1.301162549,1.273392028,32.13431289
Wednesday,11/6/2013 16:40,300,3,1.903061353,0.283677117,1.183977341,1.146240931,37.65156321
Wednesday,11/6/2013 16:50,300,3,1.232785803,0.285500733,2.006996133,2.026567345,32.59759588
Wednesday,11/6/2013 17:00,300,3,1.994081531,0.727039064,1.553841596,2.385324634,32.87308668
Wednesday,11/6/2013 17:10,300,3,1.712480167,0.64549163,1.628789203,1.847431837,37.87800047
Wednesday,11/6/2013 17:20,300,3,2.067490569,0.766158589,2.869223098,2.241543859,34.8827673
Wednesday,11/6/2013 17:30,300,3,2.893625158,0.687953424,2.018192716,2.241679398,34.16802331
Wednesday,11/6/2013 17:40,300,3,1.900869002,1.3235199,2.186100656,2.801049661,53.13010449
Wednesday,11/6/2013 17:50,300,3,1.743126324,0.163179581,1.542296134,1.830802228,34.6692577
Wednesday,11/6/2013 18:00,300,3,1.58176939,0.324484719,1.627051269,2.037845665,34.19926417
Wednesday,11/6/2013 18:10,300,3,0.993394097,0.766158589,1.19518693,1.55548182,31.37173278
Wednesday,11/6/2013 18:20,300,3,1.188822298,0.767830693,1.532384948,2.370587318,34.04809952
Wednesday,11/6/2013 18:30,300,3,2.220760909,0.479173088,2.023426378,2.178451596,36.18346444
Wednesday,11/6/2013 18:40,300,3,1.309319767,0.643972976,1.697101094,1.441314972,55.99698263
Wednesday,11/6/2013 18:50,300,3,1.107255976,0.487444049,1.415161912,1.431455649,26.00299159
Wednesday,11/6/2013 19:00,300,3,1.133374182,0.161474562,1.37751409,1.283133858,35.76772642
Wednesday,11/6/2013 19:10,300,3,1.428045543,0.122422806,0.890168787,1.522846501,32.48355066
Wednesday,11/6/2013 19:20,300,3,1.350262908,0.174626363,1.147810411,1.270049759,26.58321258
Wednesday,11/6/2013 19:30,300,3,1.153079896,0.402689884,1.151070944,1.181950417,23.59105765
Wednesday,11/6/2013 19:40,300,3,1.710522951,0.203817759,0.780981525,1.490142375,25.34135671
Wednesday,11/6/2013 19:50,300,3,1.539307656,0.36186534,0.901580716,0.914851114,30.77505161
Wednesday,11/6/2013 20:00,300,3,1.113842744,0.400984865,0.528151935,1.13138411,23.35131016
Wednesday,11/6/2013 20:10,300,3,0.940685169,0.405998269,0.909820767,0.929270401,18.71229452
Wednesday,11/6/2013 20:20,300,3,0.575830449,0.202180509,0.526632313,0.723849276,16.02802361
Wednesday,11/6/2013 20:30,300,3,0.548360045,0.120802498,0.37672313,0.668537675,21.10981415
Wednesday,11/6/2013 20:40,300,3,1.094457972,0.200577144,0.689658443,0.657158662,15.96770151
Wednesday,11/6/2013 20:50,300,3,0.604888305,0.484152607,0.441792467,0.417530732,24.36586566
Wednesday,11/6/2013 21:00,300,3,0.983146062,0.526546632,0.487445018,0.606423901,21.23246018
Wednesday,11/6/2013 21:10,300,3,0.807454552,0.347530764,0.521953819,0.611385509,24.77839993
Wednesday,11/6/2013 21:20,300,3,0.257728274,0.203783875,0.606406959,0.487428076,15.17234661
Wednesday,11/6/2013 21:30,300,3,0.781504747,0.322847469,0.366878744,0.547853773,17.29785616
Wednesday,11/6/2013 21:40,300,3,0.641103034,0.242954227,0.285366163,0.335982328,12.36898616
Wednesday,11/6/2013 21:50,300,3,0.648784041,0.052254384,0.123925486,0.081530492,14.0442908
Wednesday,11/6/2013 22:00,300,3,0.526598428,0.241300034,0.321125507,0.405981326,12.6312186
Wednesday,11/6/2013 22:10,300,3,0.246213723,0.081615204,0.283660175,5.08E-05,11.0080687
Wednesday,11/6/2013 22:20,300,3,0.189349583,0.244642304,0.414102782,0.04079066,10.5991816
Wednesday,11/6/2013 22:30,300,3,0.687936482,0.404344077,0.32441695,0.326088084,9.337540282
Wednesday,11/6/2013 22:40,300,3,0.259634671,0.203868586,0.285314367,0.256038259,9.145013848
Wednesday,11/6/2013 22:50,300,3,0.376772988,0.081581319,0.163044042,0.280385675,12.69326461
Wednesday,11/6/2013 23:00,300,3,0.580489093,0.365173724,0.040773717,0.324467777,10.27439296
Wednesday,11/6/2013 23:10,300,3,0.040773717,0.081564377,0.079859358,0.122287267,10.74191298
Wednesday,11/6/2013 23:20,300,3,0.296880715,0.12230421,0.040773717,0.122287267,8.989941755
Wednesday,11/6/2013 23:30,300,3,0.081564377,0.04079066,0.083151769,0.08151355,9.809754785
Wednesday,11/6/2013 23:40,300,3,0.16632048,0.0798763,0.120616132,0.161372907,10.14860499
Wednesday,11/6/2013 23:50,300,3,0.280334848,0,0.08151355,0,10.15691579
Thursday,11/7/2013 0:00,300,4,0.484118722,0.040773717,0,0.1630271,10.84428217
Thursday,11/7/2013 0:10,300,4,0.135389211,0.040773717,0.241232265,0.122270325,18.39686584
Thursday,11/7/2013 0:20,300,4,0.291832457,0.122287267,0.120616132,0.120633075,10.78252025
Thursday,11/7/2013 0:30,300,4,0.202113709,0.081530492,0.040756775,0.040756775,12.04549786
Thursday,11/7/2013 0:40,300,4,0.203800817,0.203783875,0.159718715,0.405947442,12.72332282
Thursday,11/7/2013 0:50,300,4,0.081581319,0.081632146,0.040756775,0.040756775,9.894057449
Thursday,11/7/2013 1:00,300,4,0.040756775,0.040773717,0,0.040756775,6.090035506
Thursday,11/7/2013 1:10,300,4,0.052237442,0.040756775,0.040756775,0.08151355,7.931796222
Thursday,11/7/2013 1:20,300,4,0.040756775,1.69E-05,0,0.122287267,8.498881384
Thursday,11/7/2013 1:30,300,4,1.69E-05,0.040773717,0.120616132,0.011480667,6.495914209
Thursday,11/7/2013 1:40,300,4,0.040756775,0.040756775,0,0.202129682,5.923648225
Thursday,11/7/2013 1:50,300,4,0.08151355,0,0.040756775,0.163044042,6.986499225
Thursday,11/7/2013 2:00,300,4,0.040756775,0.203783875,0.120616132,0.08151355,7.397593604
Thursday,11/7/2013 2:10,300,4,0,0,0.08151355,0.040773717,5.115162411
Thursday,11/7/2013 2:20,300,4,0,0,0.040756775,0.081547435,5.6971871
Thursday,11/7/2013 2:30,300,4,0.122270325,0.122270325,0,0.040756775,4.35575613
Thursday,11/7/2013 2:40,300,4,0,0,0,0.040756775,5.320481882
Thursday,11/7/2013 2:50,300,4,0,0,0.040756775,0,6.057381305
Thursday,11/7/2013 3:00,300,4,0,0,0.040756775,0,4.670129329
Thursday,11/7/2013 3:10,300,4,3.39E-05,0,0.04079066,0.040756775,5.196591249
Thursday,11/7/2013 3:20,300,4,0.08151355,0,0,0.08151355,5.773653361
Thursday,11/7/2013 3:30,300,4,0,0,0,0.08151355,5.159278398
Thursday,11/7/2013 3:40,300,4,0.040756775,0.040756775,0.040756775,0.122270325,4.844634121
Thursday,11/7/2013 3:50,300,4,0.040756775,0.040756775,0.120616132,0,4.363691219
Thursday,11/7/2013 4:00,300,4,0,0,0.040756775,1.69E-05,4.272486734
Thursday,11/7/2013 4:10,300,4,0,0,0.040756775,0.079859358,4.357274784
Thursday,11/7/2013 4:20,300,4,0.122270325,0.040756775,0.08151355,0,5.576537083
Thursday,11/7/2013 4:30,300,4,0.2429034,0.08151355,0.040756775,0.040756775,4.800757266
Thursday,11/7/2013 4:40,300,4,0.042378052,0,0,0.040756775,4.764808648
Thursday,11/7/2013 4:50,300,4,0.1630271,0.08151355,0.040756775,0.08151355,5.778836189
Thursday,11/7/2013 5:00,300,4,0.120650017,0.040756775,0.081530492,0.20047549,5.482091982
Thursday,11/7/2013 5:10,300,4,0.001621277,0.040756775,0.040773717,0.040756775,4.875567396
Thursday,11/7/2013 5:20,300,4,0.081480634,0,0,0,6.451766343
Thursday,11/7/2013 5:30,300,4,0,0.040756775,0.1630271,0.079893242,7.765629192
Thursday,11/7/2013 5:40,300,4,0.079859358,0.040756775,0.040773717,0.079859358,7.410278967
Thursday,11/7/2013 5:50,300,4,0.08151355,0.04079066,0.242886457,0.28198904,7.425068019
Thursday,11/7/2013 6:00,300,4,0.040756775,0.040756775,0.1630271,0.20047549,8.494373276
Thursday,11/7/2013 6:10,300,4,0.36350259,0.120616132,0.081530492,0.203800817,10.18157619
Thursday,11/7/2013 6:20,300,4,0.081564377,0.040756775,0.12230421,0.08151355,9.141301822
Thursday,11/7/2013 6:30,300,4,0.163044042,0.202129682,0.091356967,0.27270176,9.922283347
Thursday,11/7/2013 6:40,300,4,0.304986129,0.08151355,0.202129682,0.120650017,10.9116435
Thursday,11/7/2013 6:50,300,4,0.203800817,0.322762757,0.402605172,0.254401009,13.28790191
Thursday,11/7/2013 7:00,300,4,0.365275379,0.161474562,0.282022925,0.186022318,12.35918957
Thursday,11/7/2013 7:10,300,4,1.064559963,0.530126101,0.415790859,0.203868586,31.89746113
Thursday,11/7/2013 7:20,300,4,0.531816117,0.683109444,0.376654391,0.445083909,17.11347109
Thursday,11/7/2013 7:30,300,4,0.468097039,0.282039867,0.363553417,0.376689245,38.01743432
Thursday,11/7/2013 7:40,300,4,0.963545945,0.687919539,1.08559602,0.443463601,19.73985759
Thursday,11/7/2013 7:50,300,4,0.500613762,1.144484115,0.604820536,1.049703075,21.16532609
Thursday,11/7/2013 8:00,300,4,1.283401968,0.435528519,0.485806799,0.851050232,18.43744546
Thursday,11/7/2013 8:10,300,4,2.047705055,0.322898296,0.867494512,1.455616632,19.58630214
Thursday,11/7/2013 8:20,300,4,2.049661243,0.202299106,0.847656166,0.991267517,21.63763057
Thursday,11/7/2013 8:30,300,4,1.887039737,0.764504397,0.836562206,1.43631948,26.17910473
Thursday,11/7/2013 8:40,300,4,1.399443192,0.844516236,1.304238653,1.645015171,30.82392389
Thursday,11/7/2013 8:50,300,4,1.299930893,0.445083909,1.848446224,1.692103663,26.04384311
Thursday,11/7/2013 9:00,300,4,1.677617576,0.285602387,1.172156858,1.643394864,24.69279195
Thursday,11/7/2013 9:10,300,4,1.633720803,0.859389999,1.783358976,1.488319788,20.60332812
Thursday,11/7/2013 9:20,300,4,1.971321508,0.321294931,2.328088725,1.625379165,24.34767883
Thursday,11/7/2013 9:30,300,4,2.620410518,0.564028907,1.690534183,3.035258533,24.18326073
Thursday,11/7/2013 9:40,300,4,3.377791867,0.528471909,3.905689727,3.578082929,31.27664016
Thursday,11/7/2013 9:50,300,4,2.048041904,1.652950253,2.106274214,2.554429315,23.77455398
Thursday,11/7/2013 10:00,300,4,1.699177823,0.524994094,1.697167894,1.596204711,25.08219747
